datestr,temp,winddir,humidity,windspeed,pressure,precip,conditions,cloudcover,solarradiation,icon,irradiance
2025-05-07 00:00:00,19.0,110.0,77.61,10.8,1012.0,0.0,Overcast,100.0,0.0,cloudy,
2025-05-07 01:00:00,19.0,110.0,72.75,10.8,1012.0,0.0,Overcast,100.0,0.0,cloudy,
2025-05-07 02:00:00,18.0,120.0,77.46,10.8,1012.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,
2025-05-07 03:00:00,19.0,120.0,68.17,10.8,1012.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,
2025-05-07 04:00:00,18.0,120.0,72.57,7.2,1012.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,
2025-05-07 05:00:00,19.0,120.0,63.84,7.2,1012.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,
2025-05-07 06:00:00,19.0,130.0,68.17,7.2,1013.0,0.0,Partially cloudy,50.0,31.0,partly-cloudy-day,
2025-05-07 07:00:00,20.0,160.0,59.99,7.2,1014.0,0.0,Partially cloudy,50.0,203.0,partly-cloudy-day,
2025-05-07 08:00:00,21.0,140.0,52.79,10.8,1013.0,0.0,Partially cloudy,25.0,330.0,partly-cloudy-day,
2025-05-07 09:00:00,22.0,120.0,53.05,14.4,1013.0,0.0,Partially cloudy,25.0,496.0,partly-cloudy-day,790.5507246376811
2025-05-07 10:00:00,23.0,170.0,53.31,14.4,1013.0,0.0,Overcast,100.0,785.0,cloudy,914.8969371632821
2025-05-07 11:00:00,24.0,160.0,50.19,18.0,1013.0,0.0,Overcast,100.0,874.0,cloudy,897.7346084864283
2025-05-07 12:00:00,24.0,140.0,53.56,18.0,1013.0,0.0,Overcast,100.0,831.0,cloudy,1020.7276155190817
2025-05-07 13:00:00,25.0,150.0,53.82,18.0,1012.0,0.0,Overcast,100.0,629.0,cloudy,660.584916079569
2025-05-07 14:00:00,25.0,140.0,53.82,18.0,1011.0,0.0,Overcast,100.0,746.0,cloudy,685.2448044404287
2025-05-07 15:00:00,26.0,110.0,54.07,14.4,1011.0,0.0,Overcast,100.0,554.0,cloudy,592.1318158622489
2025-05-07 16:00:00,25.0,120.0,57.38,18.0,1011.0,0.0,Overcast,100.0,478.0,cloudy,326.72118001046573
2025-05-07 17:00:00,24.0,100.0,57.14,18.0,1011.0,0.0,Overcast,100.0,297.0,cloudy,124.95608418536806
2025-05-07 18:00:00,22.0,110.0,64.49,25.2,1012.0,0.0,Overcast,100.0,124.0,cloudy,17.216666666666665
2025-05-07 19:00:00,20.0,120.0,77.76,21.6,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-07 20:00:00,20.0,110.0,77.76,18.0,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-07 21:00:00,18.0,126.2,82.63,18.0,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-07 22:00:00,18.0,139.0,83.16,19.1,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-07 23:00:00,17.9,139.7,84.22,18.7,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-08 00:00:00,20.0,160.0,77.76,14.4,1014.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-08 01:00:00,20.0,160.0,77.76,14.4,1013.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-08 02:00:00,20.0,160.0,77.76,14.4,1013.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-08 03:00:00,19.0,150.0,82.75,14.4,1013.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-08 04:00:00,19.0,170.0,82.75,7.2,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.16071428571428573
2025-05-08 05:00:00,20.0,160.0,77.76,10.8,1013.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,22.958823914181057
2025-05-08 06:00:00,20.0,140.0,77.76,18.0,1012.0,0.0,Partially cloudy,50.0,32.0,partly-cloudy-day,53.856218609569126
2025-05-08 07:00:00,20.0,160.0,88.27,14.4,1013.0,0.0,Partially cloudy,50.0,186.0,partly-cloudy-day,106.59615384615384
2025-05-08 08:00:00,20.0,140.0,88.27,14.4,1012.0,0.0,Partially cloudy,50.0,370.0,partly-cloudy-day,284.710557299843
2025-05-08 09:00:00,21.0,140.0,82.98,18.0,1011.0,0.0,Partially cloudy,50.0,388.0,partly-cloudy-day,283.1875
2025-05-08 10:00:00,21.0,160.0,82.98,14.4,1012.0,0.0,Partially cloudy,88.0,477.0,partly-cloudy-day,221.88285589315598
2025-05-08 11:00:00,21.0,150.0,88.35,18.0,1011.0,0.1,"Rain, Partially cloudy",50.0,92.0,rain,162.98478465594607
2025-05-08 12:00:00,20.0,130.0,93.97,14.4,1011.0,0.1,"Rain, Partially cloudy",50.0,58.0,rain,82.88087650635026
2025-05-08 13:00:00,20.0,120.0,93.97,18.0,1010.0,0.7,"Rain, Partially cloudy",88.0,186.0,rain,78.14804677227232
2025-05-08 14:00:00,20.0,120.0,93.97,14.4,1009.0,2.7,"Rain, Partially cloudy",88.0,26.0,rain,83.43990165215105
2025-05-08 15:00:00,20.0,130.0,93.97,25.2,1008.0,0.5,"Rain, Partially cloudy",88.0,32.0,rain,64.14322052094981
2025-05-08 16:00:00,20.0,120.0,93.97,21.6,1007.0,0.3,"Rain, Partially cloudy",88.0,86.0,rain,145.27317073170732
2025-05-08 17:00:00,20.0,150.0,88.27,21.6,1007.0,0.2,"Rain, Partially cloudy",88.0,58.0,rain,
2025-05-08 18:00:00,20.0,160.0,88.27,25.2,1007.0,0.3,"Rain, Partially cloudy",88.0,10.0,rain,
2025-05-08 19:00:00,19.0,170.0,100.0,10.8,1007.0,0.9,"Rain, Partially cloudy",88.0,0.0,rain,0.0
2025-05-08 20:00:00,19.0,160.0,100.0,14.4,1006.0,4.5,"Rain, Partially cloudy",88.0,0.0,rain,0.0
2025-05-08 21:00:00,20.4,155.0,96.95,25.6,1004.0,10.3,"Rain, Overcast",100.0,0.0,rain,0.0
2025-05-08 22:00:00,20.8,155.1,96.96,23.4,1004.0,10.8,"Rain, Overcast",100.0,0.0,rain,0.0
2025-05-08 23:00:00,21.4,161.6,95.2,27.7,1003.0,1.5,"Rain, Overcast",100.0,0.0,rain,0.0
2025-05-09 00:00:00,21.0,170.7,94.02,3.6,1003.0,1.7,"Rain, Partially cloudy",50.0,0.0,rain,0.0
2025-05-09 01:00:00,21.0,173.8,94.02,3.6,1002.0,0.6,"Rain, Partially cloudy",50.0,0.0,rain,0.0
2025-05-09 02:00:00,23.0,170.0,88.51,14.4,1002.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-09 03:00:00,23.0,170.0,88.51,14.4,1001.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-09 04:00:00,23.0,185.6,88.51,3.6,1000.0,0.4,"Rain, Partially cloudy",88.0,0.0,rain,0.0
2025-05-09 05:00:00,24.0,160.0,83.33,14.4,1001.0,0.0,Overcast,100.0,0.0,cloudy,4.210972639191177
2025-05-09 06:00:00,22.0,204.3,94.06,3.6,1001.0,0.0,Overcast,100.0,26.0,cloudy,29.37910537102735
2025-05-09 07:00:00,22.0,300.0,94.06,7.2,1002.0,0.3,"Rain, Overcast",100.0,8.0,rain,55.207971014492756
2025-05-09 08:00:00,23.0,20.0,94.1,7.2,1003.0,0.2,"Rain, Partially cloudy",88.0,168.0,rain,55.65797101449276
2025-05-09 09:00:00,23.0,237.3,94.1,3.6,1004.0,0.6,"Rain, Partially cloudy",88.0,86.0,rain,112.31057971014494
2025-05-09 10:00:00,23.0,265.1,94.1,3.6,1005.0,1.1,"Rain, Partially cloudy",88.0,76.0,rain,
2025-05-09 11:00:00,23.0,140.0,94.1,10.8,1005.0,3.1,"Rain, Partially cloudy",88.0,43.0,rain,106.75616025802128
2025-05-09 12:00:00,22.0,10.0,94.06,14.4,1004.0,0.6,"Rain, Partially cloudy",88.0,131.0,rain,157.58388102460398
2025-05-09 13:00:00,21.0,360.0,94.02,7.2,1006.0,0.0,Partially cloudy,88.0,142.0,partly-cloudy-day,168.4807560137457
2025-05-09 14:00:00,22.0,360.0,88.43,10.8,1005.0,0.0,Partially cloudy,50.0,68.0,partly-cloudy-day,216.93538700255567
2025-05-09 15:00:00,23.0,290.6,83.22,3.6,1005.0,0.0,Partially cloudy,50.0,94.0,partly-cloudy-day,295.7852399128976
2025-05-09 16:00:00,23.0,330.0,78.2,14.4,1006.0,0.0,Partially cloudy,50.0,231.0,partly-cloudy-day,268.72218171537406
2025-05-09 17:00:00,24.0,310.0,73.62,10.8,1006.0,0.0,Partially cloudy,50.0,154.0,partly-cloudy-day,106.80557790416142
2025-05-09 18:00:00,24.0,313.8,78.35,3.6,1007.0,0.0,Partially cloudy,25.0,103.0,partly-cloudy-day,17.37578616352201
2025-05-09 19:00:00,22.0,314.1,83.1,3.6,1008.0,0.0,Partially cloudy,25.0,0.0,partly-cloudy-night,0.0
2025-05-09 20:00:00,22.0,303.3,88.43,7.2,1009.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-09 21:00:00,18.7,285.9,82.18,10.1,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-09 22:00:00,18.2,253.9,84.8,6.5,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-09 23:00:00,18.0,254.7,85.87,5.8,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-10 00:00:00,19.0,320.0,100.0,3.6,1010.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-10 01:00:00,19.0,210.0,93.93,7.2,1010.0,0.0,Partially cloudy,81.5,0.0,partly-cloudy-night,0.0
2025-05-10 02:00:00,19.0,170.0,93.93,3.6,1009.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-10 03:00:00,18.0,250.0,93.88,3.6,1009.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-10 04:00:00,18.0,229.9,93.88,3.6,1009.0,0.0,Partially cloudy,29.6,0.0,partly-cloudy-night,0.20019920318725098
2025-05-10 05:00:00,17.0,207.0,100.0,3.6,1009.0,0.0,Clear,0.0,0.0,clear-night,47.07153481038071
2025-05-10 06:00:00,18.0,216.0,100.0,3.6,1010.0,0.0,Clear,4.0,42.0,clear-day,238.1006289308176
2025-05-10 07:00:00,20.0,10.0,88.27,7.2,1011.0,0.0,Clear,3.4,235.0,clear-day,508.54515356228796
2025-05-10 08:00:00,23.0,282.4,73.45,7.2,1011.0,0.0,Clear,11.1,459.0,clear-day,778.4176552089172
2025-05-10 09:00:00,24.0,310.0,60.92,21.6,1011.0,0.0,Partially cloudy,50.0,667.0,partly-cloudy-day,966.5800778639526
2025-05-10 10:00:00,26.0,310.0,44.54,21.6,1011.0,0.0,Partially cloudy,25.0,824.0,partly-cloudy-day,1194.8066185603595
2025-05-10 11:00:00,26.0,320.0,44.54,18.0,1011.0,0.0,Partially cloudy,25.0,961.0,partly-cloudy-day,1407.4237421383648
2025-05-10 12:00:00,26.0,330.0,41.71,25.2,1011.0,0.0,Partially cloudy,25.0,1001.0,partly-cloudy-day,1435.8404088050315
2025-05-10 13:00:00,26.0,360.0,36.53,25.2,1011.0,0.0,Clear,5.0,1010.0,clear-day,1181.5598568640207
2025-05-10 14:00:00,26.0,340.0,39.04,25.2,1010.0,0.0,Clear,4.8,934.0,clear-day,945.3712350710327
2025-05-10 15:00:00,26.0,330.0,36.53,25.2,1010.0,0.0,Clear,5.0,796.0,clear-day,772.243552966227
2025-05-10 16:00:00,26.0,330.0,34.15,28.8,1010.0,0.0,Clear,8.2,610.0,clear-day,398.47880808738
2025-05-10 17:00:00,25.0,340.0,36.24,21.6,1011.0,0.0,Clear,0.6,393.0,clear-day,82.6363907454506
2025-05-10 18:00:00,23.0,340.0,40.87,18.0,1011.0,0.0,Clear,9.4,170.0,clear-day,14.465864114469353
2025-05-10 19:00:00,22.0,340.0,46.45,10.8,1013.0,0.0,Partially cloudy,73.6,0.0,partly-cloudy-night,0.0
2025-05-10 20:00:00,21.0,330.0,52.79,14.4,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-10 21:00:00,17.0,318.2,70.97,12.6,1015.0,0.0,Partially cloudy,55.6,0.0,partly-cloudy-night,0.0
2025-05-10 22:00:00,16.2,303.3,75.67,8.6,1015.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-10 23:00:00,15.8,269.8,77.63,7.6,1015.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 00:00:00,18.0,300.0,63.61,10.8,1014.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 01:00:00,18.0,310.0,63.61,7.2,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 02:00:00,18.0,310.0,63.61,7.2,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 03:00:00,18.0,310.0,67.96,10.8,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 04:00:00,18.0,220.0,67.96,3.6,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-11 05:00:00,16.0,210.0,82.38,7.2,1013.0,0.0,Overcast,100.0,0.0,cloudy,4.56899940555601
2025-05-11 06:00:00,16.0,230.0,87.92,7.2,1013.0,0.0,Overcast,100.0,3.0,cloudy,34.105345911949684
2025-05-11 07:00:00,16.0,190.0,87.92,10.8,1013.0,0.0,Partially cloudy,25.0,29.0,partly-cloudy-day,108.4190054415331
2025-05-11 08:00:00,16.0,210.0,87.92,7.2,1013.0,0.0,Partially cloudy,25.0,132.0,partly-cloudy-day,434.30503852118073
2025-05-11 09:00:00,17.0,200.0,77.3,14.4,1013.0,0.0,Overcast,99.9,501.0,cloudy,900.8291900206912
2025-05-11 10:00:00,19.0,200.0,63.84,7.2,1013.0,0.0,Overcast,100.0,813.0,cloudy,1162.604810190678
2025-05-11 11:00:00,21.0,320.5,60.22,7.2,1012.0,0.0,Partially cloudy,25.0,915.0,partly-cloudy-day,1340.6126259340313
2025-05-11 12:00:00,23.0,320.1,40.87,7.2,1011.0,0.0,Partially cloudy,25.0,1028.0,partly-cloudy-day,1361.8835837227184
2025-05-11 13:00:00,25.0,360.0,38.76,14.4,1010.0,0.0,Partially cloudy,25.0,1004.0,partly-cloudy-day,1124.8306199601743
2025-05-11 14:00:00,26.0,350.0,31.92,14.4,1009.0,0.0,Partially cloudy,25.0,918.0,partly-cloudy-day,943.7923246781412
2025-05-11 15:00:00,26.0,340.0,29.81,21.6,1009.0,0.0,Clear,0.0,806.0,clear-day,573.0458808974587
2025-05-11 16:00:00,25.0,340.0,31.64,14.4,1009.0,0.0,Clear,1.6,620.0,clear-day,294.98430137418427
2025-05-11 17:00:00,25.0,350.0,31.64,10.8,1009.0,0.0,Clear,13.7,405.0,clear-day,112.06749916208277
2025-05-11 18:00:00,25.0,0.0,31.64,0.0,1009.0,0.0,Clear,5.0,174.0,clear-day,17.35697228773585
2025-05-11 19:00:00,20.0,120.0,64.06,14.4,1009.0,0.0,Partially cloudy,82.6,0.0,partly-cloudy-night,0.0
2025-05-11 20:00:00,20.0,140.0,68.37,14.4,1010.0,0.0,Clear,15.2,0.0,clear-night,0.0
2025-05-11 21:00:00,16.9,185.2,62.52,7.6,1011.0,0.0,Clear,0.7,0.0,clear-night,0.0
2025-05-11 22:00:00,16.0,188.2,70.31,7.6,1012.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-11 23:00:00,15.3,190.9,76.02,8.6,1012.0,0.0,Clear,2.9,0.0,clear-night,0.0
2025-05-12 00:00:00,17.0,180.0,77.3,14.4,1011.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 01:00:00,15.0,220.0,82.26,7.2,1011.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 02:00:00,15.0,195.6,82.26,3.6,1011.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 03:00:00,14.0,180.0,82.13,7.2,1011.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 04:00:00,14.0,188.8,87.74,3.6,1011.0,0.0,Clear,0.0,0.0,clear-night,0.2789179104477612
2025-05-12 05:00:00,14.0,180.0,82.13,3.6,1011.0,0.0,Clear,0.0,0.0,clear-night,40.537239862383174
2025-05-12 06:00:00,15.0,190.1,76.99,3.6,1011.0,0.0,Clear,0.0,50.0,clear-day,233.9054115914338
2025-05-12 07:00:00,17.0,200.0,72.39,7.2,1012.0,0.0,Clear,0.0,255.0,clear-day,531.9118496765599
2025-05-12 08:00:00,21.0,170.0,60.22,10.8,1013.0,0.0,Clear,0.0,483.0,clear-day,816.3191749965497
2025-05-12 09:00:00,23.0,180.0,49.92,10.8,1013.0,0.0,Clear,0.0,694.0,clear-day,985.2608904595729
2025-05-12 10:00:00,26.0,190.0,39.04,14.4,1013.0,0.0,Clear,0.0,867.0,clear-day,1238.8507102580784
2025-05-12 11:00:00,28.0,180.7,24.74,7.2,1012.0,0.0,Clear,0.0,989.0,clear-day,1444.180097987027
2025-05-12 12:00:00,28.0,160.0,24.74,10.8,1012.0,0.0,Clear,0.0,1046.0,clear-day,1454.3833767078725
2025-05-12 13:00:00,29.0,150.0,20.31,14.4,1011.0,0.0,Clear,0.0,1035.0,clear-day,1225.4559748427673
2025-05-12 14:00:00,29.0,180.0,20.31,14.4,1010.0,0.0,Clear,0.0,959.0,clear-day,962.7206531811281
2025-05-12 15:00:00,30.0,160.0,20.56,21.6,1010.0,0.0,Clear,0.0,821.0,clear-day,784.1987219297727
2025-05-12 16:00:00,29.0,150.0,21.78,21.6,1010.0,0.0,Clear,0.0,633.0,clear-day,400.5189990498305
2025-05-12 17:00:00,29.0,160.0,28.65,21.6,1010.0,0.0,Clear,0.0,412.0,clear-day,78.36602364254453
2025-05-12 18:00:00,27.0,160.0,32.2,21.6,1010.0,0.0,Clear,0.0,182.0,clear-day,15.831603280692415
2025-05-12 19:00:00,25.0,170.0,33.87,18.0,1011.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 20:00:00,23.0,160.0,38.2,10.8,1012.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 21:00:00,18.4,165.3,61.22,11.2,1013.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 22:00:00,17.6,169.1,67.43,10.4,1013.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-12 23:00:00,17.0,167.2,73.35,11.9,1013.0,0.0,Clear,0.0,0.0,clear-night,0.0
2025-05-13 00:00:00,20.0,220.0,56.15,10.8,1013.0,0.0,Clear,2.9,0.0,clear-night,0.0
2025-05-13 01:00:00,19.0,230.0,52.27,7.2,1012.0,0.0,Clear,5.0,0.0,clear-night,0.0
2025-05-13 02:00:00,19.0,190.0,52.27,10.8,1013.0,0.0,Clear,5.0,0.0,clear-night,0.0
2025-05-13 03:00:00,18.0,200.0,59.51,7.2,1012.0,0.0,Clear,5.0,0.0,clear-night,0.0
2025-05-13 04:00:00,18.0,190.0,52.0,14.4,1013.0,0.0,Clear,9.8,0.0,clear-night,0.4005281690140845
2025-05-13 05:00:00,18.0,160.0,52.0,14.4,1013.0,0.0,Clear,5.0,0.0,clear-night,48.13276243477571
2025-05-13 06:00:00,19.0,160.0,55.9,14.4,1014.0,0.0,Clear,5.0,52.0,clear-day,237.68214102639934
2025-05-13 07:00:00,21.0,180.0,52.79,18.0,1014.0,0.0,Clear,5.4,257.0,clear-day,510.4830707833421
2025-05-13 08:00:00,22.0,190.0,49.65,21.6,1014.0,0.0,Partially cloudy,64.6,483.0,partly-cloudy-day,812.0920254923997
2025-05-13 09:00:00,24.0,170.0,43.99,28.8,1014.0,0.0,Partially cloudy,49.3,663.0,partly-cloudy-day,985.7280003578679
2025-05-13 10:00:00,25.0,160.0,44.27,25.2,1014.0,0.0,Partially cloudy,58.7,859.0,partly-cloudy-day,1233.8589957808404
2025-05-13 11:00:00,27.0,150.0,36.81,28.8,1014.0,0.0,Clear,6.3,969.0,clear-day,1414.9350661811936
2025-05-13 12:00:00,27.0,150.0,47.81,28.8,1013.0,0.0,Clear,14.5,1022.0,clear-day,1386.554644525936
2025-05-13 13:00:00,28.0,150.0,45.09,25.2,1013.0,0.0,Clear,4.1,1010.0,clear-day,1200.5350939453087
2025-05-13 14:00:00,29.0,150.0,45.36,25.2,1012.0,0.0,Clear,7.8,931.0,clear-day,800.6944978411309
2025-05-13 15:00:00,28.0,150.0,48.08,25.2,1011.0,0.0,Overcast,100.0,790.0,cloudy,687.6653333924804
2025-05-13 16:00:00,28.0,150.0,51.23,28.8,1011.0,0.0,Overcast,100.0,531.0,cloudy,304.5959489166223
2025-05-13 17:00:00,26.0,160.0,57.62,25.2,1011.0,0.0,Overcast,100.0,271.0,cloudy,131.44988708408349
2025-05-13 18:00:00,25.0,160.0,61.15,25.2,1012.0,0.0,Overcast,100.0,65.0,cloudy,20.003970249009285
2025-05-13 19:00:00,24.0,160.0,69.15,18.0,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-13 20:00:00,23.0,160.0,73.45,18.0,1013.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-13 21:00:00,20.1,163.9,77.28,18.7,1013.0,0.0,Partially cloudy,89.6,0.0,partly-cloudy-night,0.0
2025-05-13 22:00:00,19.9,164.2,79.25,19.4,1013.0,0.0,Overcast,96.3,0.0,cloudy,0.0
2025-05-13 23:00:00,19.3,165.8,83.84,16.2,1013.0,0.0,Clear,5.0,0.0,clear-night,0.0
2025-05-14 00:00:00,22.0,180.0,78.06,14.4,1012.0,0.0,Partially cloudy,85.9,0.0,partly-cloudy-night,0.0
2025-05-14 01:00:00,21.0,200.0,82.98,14.4,1011.0,0.0,Overcast,92.2,0.0,cloudy,0.0
2025-05-14 02:00:00,21.0,190.0,82.98,10.8,1011.0,0.0,Overcast,93.9,0.0,cloudy,0.0
2025-05-14 03:00:00,21.0,180.0,82.98,14.4,1011.0,0.0,Overcast,92.1,0.0,cloudy,0.0
2025-05-14 04:00:00,21.0,170.0,82.98,18.0,1011.0,0.0,Partially cloudy,64.8,0.0,partly-cloudy-night,0.37372013651877134
2025-05-14 05:00:00,20.0,180.0,82.87,10.8,1012.0,0.0,Overcast,100.0,0.0,cloudy,39.488779302458546
2025-05-14 06:00:00,20.0,190.0,82.87,7.2,1013.0,0.0,Overcast,100.0,42.0,cloudy,225.07139794168097
2025-05-14 07:00:00,21.0,180.0,82.98,7.2,1013.0,0.0,Overcast,100.0,185.0,cloudy,443.39339228327515
2025-05-14 08:00:00,23.0,190.0,68.96,14.4,1013.0,0.0,Overcast,100.0,383.0,cloudy,759.1114158829675
2025-05-14 09:00:00,27.0,170.0,54.32,18.0,1013.0,0.0,Overcast,93.7,618.0,cloudy,911.2017384318133
2025-05-14 10:00:00,29.0,150.0,48.34,18.0,1013.0,0.0,Overcast,100.0,825.0,cloudy,773.92271199306
2025-05-14 11:00:00,30.0,150.0,48.6,18.0,1013.0,0.0,Partially cloudy,61.9,895.0,partly-cloudy-day,1369.1988898397412
2025-05-14 12:00:00,31.0,150.0,45.9,14.4,1012.0,0.0,Clear,5.0,1003.0,clear-day,1443.2010459178643
2025-05-14 13:00:00,31.0,180.0,45.9,14.4,1012.0,0.0,Clear,18.8,1004.0,clear-day,1203.5908055834861
2025-05-14 14:00:00,32.0,130.0,43.36,10.8,1011.0,0.0,Clear,5.0,928.0,clear-day,955.367079817976
2025-05-14 15:00:00,33.0,160.0,36.1,14.4,1010.0,0.0,Clear,5.0,790.0,clear-day,778.4594855647692
2025-05-14 16:00:00,33.0,150.0,36.1,21.6,1010.0,0.0,Partially cloudy,32.4,607.0,partly-cloudy-day,404.1625017251237
2025-05-14 17:00:00,31.0,160.0,45.9,21.6,1010.0,0.0,Clear,4.6,395.0,clear-day,80.03771568527291
2025-05-14 18:00:00,29.0,150.0,58.34,21.6,1010.0,0.0,Clear,1.1,177.0,clear-day,13.716940736321376
2025-05-14 19:00:00,28.0,160.0,58.1,14.4,1011.0,0.0,Partially cloudy,71.5,0.0,partly-cloudy-night,0.0
2025-05-14 20:00:00,26.0,150.0,69.54,14.4,1012.0,0.0,Partially cloudy,20.8,0.0,partly-cloudy-night,0.0
2025-05-14 21:00:00,22.0,175.1,83.62,10.1,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-14 22:00:00,21.3,176.2,87.28,10.1,1012.0,0.0,Partially cloudy,74.5,0.0,partly-cloudy-night,0.0
2025-05-14 23:00:00,20.6,179.1,89.43,9.7,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-15 00:00:00,23.0,170.0,83.22,18.0,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-15 01:00:00,23.0,180.0,78.2,14.4,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-15 02:00:00,23.0,160.0,78.2,10.8,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-15 03:00:00,22.0,190.0,83.1,7.2,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.0
2025-05-15 04:00:00,21.0,177.8,82.98,3.6,1011.0,0.0,Overcast,100.0,0.0,cloudy,0.25625
2025-05-15 05:00:00,21.0,230.0,82.98,3.6,1012.0,0.0,Overcast,100.0,0.0,cloudy,37.3270711342442
2025-05-15 06:00:00,22.0,182.8,78.06,3.6,1012.0,0.0,Overcast,100.0,39.0,cloudy,242.5919811320755
2025-05-15 07:00:00,24.0,181.3,69.15,3.6,1013.0,0.0,Overcast,100.0,183.0,cloudy,324.5998181226711
2025-05-15 08:00:00,25.0,190.0,61.15,10.8,1013.0,0.0,Overcast,100.0,408.0,cloudy,607.0131035468544
2025-05-15 09:00:00,26.0,160.0,57.62,10.8,1013.0,0.0,Overcast,95.8,438.0,cloudy,648.8105345911949
2025-05-15 10:00:00,28.0,170.0,54.57,10.8,1013.0,0.0,Overcast,100.0,748.0,cloudy,837.2969085783009
2025-05-15 11:00:00,30.0,150.0,48.6,10.8,1013.0,0.0,Overcast,100.0,877.0,cloudy,754.2294045186877
2025-05-15 12:00:00,31.0,150.0,45.9,14.4,1012.0,0.0,Overcast,100.0,912.0,cloudy,629.1472319730876
2025-05-15 13:00:00,31.0,160.0,45.9,14.4,1012.0,0.0,Overcast,100.0,778.0,cloudy,834.7631750162654
2025-05-15 14:00:00,31.0,170.0,48.87,14.4,1011.0,0.0,Overcast,100.0,659.0,cloudy,651.9080188679245
2025-05-15 15:00:00,31.0,170.0,52.0,14.4,1010.0,0.0,Overcast,100.0,211.0,cloudy,241.17222649395714
2025-05-15 16:00:00,30.0,160.0,58.57,14.4,1011.0,0.0,Overcast,100.0,117.0,cloudy,78.43616302912008
2025-05-15 17:00:00,29.0,150.0,65.97,18.0,1011.0,0.0,Overcast,100.0,76.0,cloudy,33.58254716981132
2025-05-15 18:00:00,28.0,150.0,69.91,18.0,1011.0,0.0,Partially cloudy,50.0,18.0,partly-cloudy-day,5.138922875480285
2025-05-15 19:00:00,26.0,150.0,78.63,18.0,1011.0,0.0,Partially cloudy,50.0,0.0,partly-cloudy-night,0.0
2025-05-15 20:00:00,26.0,150.0,83.56,14.4,1012.0,0.4,"Rain, Overcast",98.3,0.0,rain,0.0
2025-05-15 21:00:00,23.6,188.6,85.89,10.1,1012.0,0.0,Partially cloudy,83.2,0.0,partly-cloudy-night,0.0
2025-05-15 22:00:00,23.0,175.3,89.61,10.4,1012.0,0.0,Overcast,98.7,0.0,cloudy,0.0
2025-05-15 23:00:00,22.8,175.3,91.26,9.4,1012.0,0.0,Overcast,100.0,0.0,cloudy,0.0
